"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00241008","2017-12-18","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   83",",,7","  -11",",,7",,,,,,,,,"   67",",,7,1600","  267",",,7","  188",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-19","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","    0",",,7,1600","   67",",,7","  -28",",,7",,,,,,,,,"   22",",,7,1600","  203",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-20","46.231","-112.1138","1494.7","BOULDER, MT US","   10",",,7,1600","   13",",,7,1600","    0",",,7,1600","   44",",,7"," -111",",,7",,,,,,,,," -111",",,7,1600","    5",",,7","  183",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-21","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  -61",",,7"," -183",",,7",,,,,,,,,"  -72",",,7,1600","   99",",,7","   63",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-22","46.231","-112.1138","1494.7","BOULDER, MT US","   18",",,7,1600","   25",",,7,1600","   25",",,7,1600","  -67",",,7"," -128",",,7",,,,,,,,," -128",",,7,1600","    7",",,7","  130",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-23","46.231","-112.1138","1494.7","BOULDER, MT US","    5",",,7,1600","   25",",,7,1600","   25",",,7,1600"," -111",",,7"," -183",",,7",,,,,,,,," -150",",,7,1600","    4",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-24","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600"," -128",",,7"," -256",",,7",,,,,,,,," -144",",,7,1600","  323",",,7","   63",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-25","46.231","-112.1138","1494.7","BOULDER, MT US","   18",",,7,1600","   18",",,7,1600","   25",",,7,1600"," -133",",,7"," -194",",,7",,,,,,,,," -144",",,7,1600","   71",",,7","  112",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-26","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0","T,,7,1600","   25",",,7,1600"," -139",",,7"," -278",",,7",,,,,,,,," -172",",,7,1600","   70",",,7","   22",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-27","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","    6",",,7"," -228",",,7",,,,,,,,,"  -28",",,7,1600","   70",",,7","   22",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-30","46.231","-112.1138","1494.7","BOULDER, MT US","   94",",,7,1600","   51",",,7,1600","  152",",,7,1600","   33",",,7"," -206",",,7",,,,,,,,," -111",",,7,1600","    5",",,7","   80",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-31","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  152",",,7,1600","  -50",",,7"," -250",",,7",,,,,,,,," -167",",,7,1600","  175",",,7","   45",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-01","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  152",",,7,1600","  -72",",,7"," -217",",,7",,,,,,,,,"  -83",",,7,1600","  298",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-02","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  152",",,7,1600","  -78",",,7"," -267",",,7",,,,,,,,," -144",",,7,1600","  102",",,7","   13",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-03","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  -50",",,7"," -200",",,7",,,,,,,,,"  -50",",,7,1600","  223",",,7","   31",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-04","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  152",",,7,1600","  -39",",,7"," -183",",,7",,,,,,,,,"  -83",",,7,1600","  196",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-06","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","  102",",,7,1600","   72",",,7"," -100",",,7",,,,,,,,,"   56",",,7,1600","  234",",,7","  116",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-09","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600","   67",",,7","  -94",",,7",,,,,,,,,"   56",",,7,1600","  198",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-12","46.231","-112.1138","1494.7","BOULDER, MT US","   38",",,7,1600","   51",",,7,1600","  102",",,7,1600","   17",",,7","  -28",",,7",,,,,,,,,"   11",",,7,1600","  188",",,7","   45",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-13","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  102",",,7,1600","   61",",,7","   -6",",,7",,,,,,,,,"   61",",,7,1600","   12",",,7","   98",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-17","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   76",",,7,1600","   67",",,7"," -117",",,7",,,,,,,,,"    6",",,7,1600","  180",",,7","   80",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-18","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   76",",,7,1600","   83",",,7","  -94",",,7",,,,,,,,,"   78",",,7,1600","  192",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-19","46.231","-112.1138","1494.7","BOULDER, MT US","   25",",,7,1600","   25",",,7,1600","   76",",,7,1600","   78",",,7","  -11",",,7",,,,,,,,,"    6",",,7,1600","   15",",,7","   80",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-20","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   76",",,7,1600","    6",",,7","  -94",",,7",,,,,,,,,"  -28",",,7,1600","  195",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-21","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   76",",,7,1600","  -17",",,7"," -139",",,7",,,,,,,,,"  -17",",,7,1600","  184",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-23","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600","    6",",,7"," -106",",,7",,,,,,,,,"  -11",",,7,1600","  195",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-24","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600","   44",",,7","  -72",",,7",,,,,,,,,"   22",",,7,1600","  198",",,7","  134",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-25","46.231","-112.1138","1494.7","BOULDER, MT US","    5",",,7,1600","   13",",,7,1600","   51",",,7,1600","   33",",,7","  -33",",,7",,,,,,,,,"  -17",",,7,1600","  185",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-27","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600","   17",",,7"," -150",",,7",,,,,,,,,"  -22",",,7,1600","  188",",,7","   80",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-28","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600","   28",",,7","  -28",",,7",,,,,,,,,"   28",",,7,1600","  295",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-30","46.231","-112.1138","1494.7","BOULDER, MT US","    8",",,7,1600","    0",",,7,1600","    0",",,7,1600","  100",",,7","    0",",,7",,,,,,,,,"    0",",,7,1600","  300",",,7","  165",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-01-31","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","    6",",,7","  -83",",,7",,,,,,,,,"  -28",",,7,1600","  277",",,7","  112",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-01","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   17",",,7"," -133",",,7",,,,,,,,,"   17",",,7,1600","  196",",,7","   63",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-02","46.231","-112.1138","1494.7","BOULDER, MT US","    5",",,7,1600","    0",",,7,1600","    0",",,7,1600","   94",",,7","  -33",",,7",,,,,,,,,"   83",",,7,1600","  237",",,7","  121",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-03","46.231","-112.1138","1494.7","BOULDER, MT US","    5",",,7,1600","    0",",,7,1600","    0",",,7,1600","   83",",,7","   11",",,7",,,,,,,,,"   61",",,7,1600","  282",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-04","46.231","-112.1138","1494.7","BOULDER, MT US","   41",",,7,1600","   51",",,7,1600","   51",",,7,1600","   61",",,7"," -183",",,7",,,,,,,,,"  -67",",,7,1600","   23",",,7","  201",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-06","46.231","-112.1138","1494.7","BOULDER, MT US","   69",",,7,1600","  152",",,7,1600","  152",",,7,1600","  -28",",,7"," -122",",,7",,,,,,,,,"  -67",",,7,1600","   29",",,7","  152",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-09","46.231","-112.1138","1494.7","BOULDER, MT US","   33",",,7,1600","   76",",,7,1600","   76",",,7,1600","  -83",",,7"," -194",",,7",,,,,,,,," -144",",,7,1600","    2",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-10","46.231","-112.1138","1494.7","BOULDER, MT US","    3",",,7,1600","    0",",,7,1600","   76",",,7,1600"," -100",",,7"," -222",",,7",,,,,,,,," -111",",,7,1600","  157",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-11","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  -67",",,7"," -161",",,7",,,,,,,,," -111",",,7,1600","    4",",,7","  188",",,7",,,,,,,,,,,,,,,"    1",",,7",,
"USC00241008","2018-02-14","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   33",",,7"," -217",",,7",,,,,,,,,"    0",",,7,1600","  212",",,7","  125",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-15","46.231","-112.1138","1494.7","BOULDER, MT US","    5",",,7,1600","    0",",,7,1600","    0",",,7,1600","    6",",,7"," -139",",,7",,,,,,,,,"  -94",",,7,1600","    2",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-17","46.231","-112.1138","1494.7","BOULDER, MT US","   13",",,7,1600","   25",",,7,1600","   25",",,7,1600","   11",",,7"," -167",",,7",,,,,,,,,"    6",",,7,1600","  222",",,7","   49",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-18","46.231","-112.1138","1494.7","BOULDER, MT US","   30",",,7,1600","   25",",,7,1600","   51",",,7,1600","   11",",,7"," -178",",,7",,,,,,,,," -167",",,7,1600","   37",",,7","  210",",,7",,,,,,,,,,,,,,,"    1",",,7",,
"USC00241008","2018-02-19","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600"," -167",",,7"," -256",",,7",,,,,,,,," -172",",,7,1600","   23",",,7","    0",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-22","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  -50",",,7"," -206",",,7",,,,,,,,," -100",",,7,1600","   12",",,7","  121",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-25","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0","T,,7,1600","    0",",,7,1600","   11",",,7"," -100",",,7",,,,,,,,,"    0",",,7,1600","  247",",,7","  112",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-02-28","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","    0",",,7"," -139",",,7",,,,,,,,,"  -11",",,7,1600","  189",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-02","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   33",",,7"," -117",",,7",,,,,,,,,"   33",",,7,1600","  168",",,7","   98",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-03","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   39",",,7"," -144",",,7",,,,,,,,,"  -11",",,7,1600","  337",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-04","46.231","-112.1138","1494.7","BOULDER, MT US","   10",",,7,1600","   13",",,7,1600","   25",",,7,1600","   -6",",,7"," -117",",,7",,,,,,,,,"  -94",",,7,1600","   23",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-06","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   17",",,7"," -117",",,7",,,,,,,,,"   17",",,7,1600","  198",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-07","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   50",",,7"," -156",",,7",,,,,,,,,"   44",",,7,1600","  164",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-08","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   89",",,7","  -83",",,7",,,,,,,,,"   67",",,7,1600","  274",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-09","46.231","-112.1138","1494.7","BOULDER, MT US","   30",",,7,1600","    0",",,7,1600","    0",",,7,1600","   83",",,7","  -17",",,7",,,,,,,,,"   56",",,7,1600","  281",",,7","  125",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-10","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   56",",,7","  -83",",,7",,,,,,,,,"   28",",,7,1600","  300",",,7","  148",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-13","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   83",",,7","  -72",",,7",,,,,,,,,"   78",",,7,1600","  178",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-15","46.231","-112.1138","1494.7","BOULDER, MT US","   51",",,7,1600","    0",",,7,1600","    0",",,7,1600","  122",",,7","  -33",",,7",,,,,,,,,"   50",",,7,1600","  305",",,7","   76",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-16","46.231","-112.1138","1494.7","BOULDER, MT US","   10",",,7,1600","    0",",,7,1600","    0",",,7,1600","   61",",,7","  -28",",,7",,,,,,,,,"   61",",,7,1600","  171",",,7","  112",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-17","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0","T,,7,1600","    0",",,7,1600","   61",",,7","  -56",",,7",,,,,,,,,"    6",",,7,1600","  147",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-18","46.231","-112.1138","1494.7","BOULDER, MT US","   13",",,7,1600","   25",",,7,1600","    0",",,7,1600","   22",",,7","  -22",",,7",,,,,,,,,"  -11",",,7,1600","  194",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-21","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   83",",,7","  -61",",,7",,,,,,,,,"   78",",,7,1600","  205",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-22","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  100",",,7","    0",",,7",,,,,,,,,"  100",",,7,1600","  178",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-23","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  111",",,7","    0",",,7",,,,,,,,,"  106",",,7,1600","  237",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-24","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  106",",,7","  -50",",,7",,,,,,,,,"   56",",,7,1600","  270",",,7","  139",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-25","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   61",",,7","  -72",",,7",,,,,,,,,"   28",",,7,1600","  358",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-27","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  111",",,7","  -11",",,7",,,,,,,,,"  106",",,7,1600","  319",",,7","  121",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-28","46.231","-112.1138","1494.7","BOULDER, MT US","    5",",,7,1600","    0",",,7,1600","    0",",,7,1600","  117",",,7","    0",",,7",,,,,,,,,"   61",",,7,1600","  282",",,7","  134",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-29","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   83",",,7","  -39",",,7",,,,,,,,,"   72",",,7,1600","  292",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-03-30","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  128",",,7","    0",",,7",,,,,,,,,"   94",",,7,1600","  254",",,7","  219",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-02","46.231","-112.1138","1494.7","BOULDER, MT US","   43",",,7,1600","    0",",,7,1600","    0",",,7,1600","   94",",,7"," -133",",,7",,,,,,,,,"  -89",",,7,1600","  357",",,7","  197",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-03","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   44",",,7"," -156",",,7",,,,,,,,,"   44",",,7,1600","  265",",,7","  116",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-04","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   94",",,7","  -28",",,7",,,,,,,,,"   89",",,7,1600","  265",",,7","  116",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-05","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","    0",",,7,1600","   89",",,7","  -61",",,7",,,,,,,,,"  -28",",,7,1600","   19",",,7","  152",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-06","46.231","-112.1138","1494.7","BOULDER, MT US","   41",",,7,1600","   51",",,7,1600","    0",",,7,1600","  -28",",,7"," -117",",,7",,,,,,,,,"  -44",",,7,1600","  357",",,7","  148",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-08","46.231","-112.1138","1494.7","BOULDER, MT US","   13",",,7,1600","    0",",,7,1600","    0",",,7,1600","   89",",,7","  -94",",,7",,,,,,,,,"   56",",,7,1600","  310",",,7","  152",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-10","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  117",",,7","  -28",",,7",,,,,,,,,"  106",",,7,1600","  246",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-11","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  117",",,7","   11",",,7",,,,,,,,,"  100",",,7,1600","  296",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-13","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   67",",,7","  -17",",,7",,,,,,,,,"   61",",,7,1600","  357",",,7","  130",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-14","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  106",",,7","  -17",",,7",,,,,,,,,"  106",",,7,1600","  313",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-15","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  128",",,7","  -33",",,7",,,,,,,,,"  100",",,7,1600","  208",",,7","  112",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-16","46.231","-112.1138","1494.7","BOULDER, MT US","    5",",,7,1600","    0",",,7,1600","    0",",,7,1600","  117",",,7","   28",",,7",,,,,,,,,"   39",",,7,1600","  278",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-17","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   50",",,7","  -39",",,7",,,,,,,,,"   11",",,7,1600","  278",",,7","  161",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-18","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  100",",,7","  -56",",,7",,,,,,,,,"   94",",,7,1600","  205",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-19","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  133",",,7","  -33",",,7",,,,,,,,,"  128",",,7,1600","    2",",,7","   98",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-20","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  161",",,7","  -17",",,7",,,,,,,,,"  156",",,7,1600","   39",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-21","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  183",",,7","  -22",",,7",,,,,,,,,"  161",",,7,1600","  303",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-22","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  178",",,7","  -22",",,7",,,,,,,,,"  128",",,7,1600","    8",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-24","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  133",",,7","  -50",",,7",,,,,,,,,"  133",",,7,1600","    2",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-25","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  178",",,7","  -39",",,7",,,,,,,,,"  133",",,7,1600","  344",",,7","  156",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-26","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  200",",,7","  -39",",,7",,,,,,,,,"  194",",,7,1600","  171",",,7","   80",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-27","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  228",",,7","   -6",",,7",,,,,,,,,"  228",",,7,1600","  194",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-28","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  250",",,7","   17",",,7",,,,,,,,,"  250",",,7,1600","  181",",,7","  134",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-04-29","46.231","-112.1138","1494.7","BOULDER, MT US","   13",",,7,1600","    0",",,7,1600","    0",",,7,1600","  261",",,7","   39",",,7",,,,,,,,,"   56",",,7,1600","  307",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-05-01","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  111",",,7","   -6",",,7",,,,,,,,,"   94",",,7,1600","   19",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-05-05","46.231","-112.1138","1494.7","BOULDER, MT US","    3",",,7,1600","    0",",,7,1600","    0",",,7,1600","  222",",,7","    0",",,7",,,,,,,,,"  150",",,7,1600","  213",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-05-06","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  239",",,7","   56",",,7",,,,,,,,,"  239",",,7,1600","  154",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-05-08","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  228",",,7","   11",",,7",,,,,,,,,"  222",",,7,1600","  303",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-05-12","46.231","-112.1138","1494.7","BOULDER, MT US",,,"    0",",,7,1600","    0",",,7,1600","  139",",,7","   22",",,7","    2",",,7",,,"   38",",,7",,,"   89",",,7,1600","  357",",,7","  130",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2018-05-13","46.231","-112.1138","1494.7","BOULDER, MT US","   10",",,7,1600","    0",",,7,1600","    0",",,7,1600","  139",",,7","   11",",,7",,,,,,,,,"   61",",,7,1600","  298",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
