"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00013761","2018-01-10","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  178",",,7","  122",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  139",",,7,0700",,,,,"   94",",,7",,,"  144",",,7",,,,,,,,,,
"USC00013761","2018-01-11","31.3625","-85.3397","112.8","HEADLAND, AL US","   10",",,7,0700","    0",",,7","    0",",,7","  211",",,7","  139",",,7",,,,,,,"    5",",,7,",,,,,,,,,,,"  172",",,7,0700",,,,,"  122",",,7",,,"  172",",,7",,,,,,,,,,
"USC00013761","2018-01-12","31.3625","-85.3397","112.8","HEADLAND, AL US","  254",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  161",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  167",",,7,0700",,,,,"  150",",,7",,,"  189",",,7",,,,,,,,,,
"USC00013761","2018-01-16","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  206",",,7","  -50",",,7",,,"    4",",,7",,,"    0",",,7,",,,"   15",",,7",,,,,,,"   11",",,7,0700",,,,,"   33",",,7",,,"  183",",,7",,,,,,,,,,
"USC00013761","2018-01-17","31.3625","-85.3397","112.8","HEADLAND, AL US","   13",",,7,0700","    0",",,7","    0",",,7","  156",",,7","  -56",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  -11",",,7,0700",,,,,"   39",",,7",,,"  117",",,7",,,,,,,,,,
"USC00013761","2018-01-18","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","   61",",,7","  -78",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"   56",",,7,0700",,,,,"   17",",,7",,,"   72",",,7",,,,,,,,,,
"USC00013761","2018-01-19","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","   83",",,7","  -50",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  -44",",,7,0700",,,,,"   22",",,7",,,"   67",",,7",,,,,,,,,,
"USC00013761","2018-01-22","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","  -44",",,7",,,,,,,"   89",",,7,",,,,,,,,,,,"   94",",,7,0700",,,,,"   17",",,7",,,"  144",",,7",,,,,,,,,,
"USC00013761","2018-01-23","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","   89",",,7",,,,,,,"   13",",,7,",,,,,,,,,,,"   89",",,7,0700",,,,,"   89",",,7",,,"  144",",,7",,,,,,,,,,
"USC00013761","2018-01-24","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   17",",,7",,,,,,,"   36",",,7,",,,,,,,,,,,"   17",",,7,0700",,,,,"   72",",,7",,,"  156",",,7",,,,,,,,,,
"USC00013761","2018-01-25","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  144",",,7","   11",",,7",,,,,,,"  772",",,7,",,,,,,,,,,,"   28",",,7,0700",,,,,"   56",",,7",,,"  122",",,7",,,,,,,,,,
"USC00013761","2018-01-26","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   22",",,7",,,,,,,"  742",",,7,",,,,,,,,,,,"   28",",,7,0700",,,,,"   44",",,7",,,"  139",",,7",,,,,,,,,,
"USC00013761","2018-01-29","31.3625","-85.3397","112.8","HEADLAND, AL US","  135",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   28",",,7",,,,,,,"  841",",,7,",,,,,,,,,,,"  128",",,7,0700",,,,,"   44",",,7",,,"  172",",,7",,,,,,,,,,
"USC00013761","2018-01-30","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   17",",,7",,,,,,,"  803",",,7,",,,,,,,,,,,"   17",",,7,0700",,,,,"   67",",,7",,,"  161",",,7",,,,,,,,,,
"USC00013761","2018-01-31","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","    6",",,7",,,,,,,"  772",",,7,",,,,,,,,,,,"    6",",,7,0700",,,,,"   50",",,7",,,"  128",",,7",,,,,,,,,,
"USC00013761","2018-02-01","31.3625","-85.3397","112.8","HEADLAND, AL US","   33",",,7,0700","    0",",,7","    0",",,7","  156",",,7","    6",",,7",,,,,,,"  739",",,7,",,,,,,,,,,,"   56",",,7,0700",,,,,"   39",",,7",,,"  133",",,7",,,,,,,,,,
"USC00013761","2018-02-02","31.3625","-85.3397","112.8","HEADLAND, AL US","   13",",,7,0700","    0",",,7","    0",",,7","  178",",,7","   50",",,7",,,,,,,"  739",",,7,",,,,,,,,,,,"   67",",,7,0700",,,,,"   67",",,7",,,"  122",",,7",,,,,,,,,,
"USC00013761","2018-02-05","31.3625","-85.3397","112.8","HEADLAND, AL US","  135",",,7,0700","    0",",,7","    0",",,7","  222",",,7","  -11",",,7",,,,,,,"  800",",,7,",,,,,,,,,,,"   67",",,7,0700",,,,,"   50",",,7",,,"  178",",,7",,,,,,,,,,
"USC00013761","2018-02-08","31.3625","-85.3397","112.8","HEADLAND, AL US","  384",",,7,0700","    0",",,7","    0",",,7","  250",",,7","   61",",,7",,,,,,,"  605",",,7,",,,,,,,,,,,"   67",",,7,0700",,,,,"   67",",,7",,,"  178",",,7",,,,,,,,,,
"USC00013761","2018-02-09","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  178",",,7","   61",",,7",,,,,,,"  577",",,7,",,,,,,,,,,,"   94",",,7,0700",,,,,"   94",",,7",,,"  161",",,7",,,,,,,,,,
"USC00013761","2018-02-12","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  194",",,7","   94",",,7",,,"    2",",,7",,,"  818",",,7,",,," 1626",",,7",,,,,,,"  172",",,7,0700",,,,,"  100",",,7",,,"  172",",,7",,,,,,,,,,
"USC00013761","2018-02-13","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  211",",,7","  150",",,7",,,,,,,"  787",",,7,",,,,,,,,,,,"  156",",,7,0700",,,,,"  156",",,7",,,"  200",",,7",,,,,,,,,,
"USC00013761","2018-02-14","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  194",",,7","  117",",,7",,,,,,,"  780",",,7,",,,,,,,,,,,"  122",",,7,0700",,,,,"  150",",,7",,,"  200",",,7",,,,,,,,,,
"USC00013761","2018-02-15","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","  122",",,7",,,,,,,"  772",",,7,",,,,,,,,,,,"  156",",,7,0700",,,,,"  133",",,7",,,"  217",",,7",,,,,,,,,,
"USC00013761","2018-02-16","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","  156",",,7",,,,,,,"  759",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  161",",,7",,,"  200",",,7",,,,,,,,,,
"USC00013761","2018-02-19","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  144",",,7",,,,,,,"  686",",,7,",,,,,,,,,,,"  172",",,7,0700",,,,,"  161",",,7",,,"  233",",,7",,,,,,,,,,
"USC00013761","2018-02-20","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  156",",,7",,,,,,,"  655",",,7,",,,,,,,,,,,"  178",",,7,0700",,,,,"  156",",,7",,,"  233",",,7",,,,,,,,,,
"USC00013761","2018-02-21","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  178",",,7",,,,,,,"  640",",,7,",,,,,,,,,,,"  244",",,7,0700",,,,,"  167",",,7",,,"  222",",,7",,,,,,,,,,
"USC00013761","2018-02-22","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  161",",,7",,,,,,,"  612",",,7,",,,,,,,,,,,"  183",",,7,0700",,,,,"  178",",,7",,,"  239",",,7",,,,,,,,,,
"USC00013761","2018-02-26","31.3625","-85.3397","112.8","HEADLAND, AL US","  140",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,,,"  594",",,7,",,,,,,,,,,,"  144",",,7,0700",,,,,"  167",",,7",,,"  267",",,7",,,,,,,,,,
"USC00013761","2018-02-27","31.3625","-85.3397","112.8","HEADLAND, AL US","   33",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   94",",,7",,,,,,,"  622",",,7,",,,,,,,,,,,"  122",",,7,0700",,,,,"  139",",,7",,,"  228",",,7",,,,,,,,,,
"USC00013761","2018-03-01","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  133",",,7",,,,,,,"  556",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  156",",,7",,,"  244",",,7",,,,,,,,,,
"USC00013761","2018-03-02","31.3625","-85.3397","112.8","HEADLAND, AL US","    8",",,7,0700","    0",",,7","    0",",,7","  283",",,7","   94",",,7",,,,,,,"  516",",,7,",,,,,,,,,,,"  100",",,7,0700",,,,,"  128",",,7",,,"  261",",,7",,,,,,,,,,
"USC00013761","2018-03-05","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  211",",,7","   39",",,7",,,,,,,"  368",",,7,",,,,,,,,,,,"  106",",,7,0700",,,,,"  100",",,7",,,"  228",",,7",,,,,,,,,,
"USC00013761","2018-03-06","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","  106",",,7",,,,,,,"  290",",,7,",,,,,,,,,,,"  150",",,7,0700",,,,,"  111",",,7",,,"  228",",,7",,,,,,,,,,
"USC00013761","2018-03-07","31.3625","-85.3397","112.8","HEADLAND, AL US","  282",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   67",",,7",,,,,,,"  607",",,7,",,,,,,,,,,,"   94",",,7,0700",,,,,"   94",",,7",,,"  189",",,7",,,,,,,,,,
"USC00013761","2018-03-08","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  139",",,7","   11",",,7",,,,,,,"  579",",,7,",,,,,,,,,,,"   28",",,7,0700",,,,,"   72",",,7",,,"  189",",,7",,,,,,,,,,
"USC00013761","2018-03-12","31.3625","-85.3397","112.8","HEADLAND, AL US","  160",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   56",",,7",,,,,,,"  617",",,7,",,,,,,,,,,,"   83",",,7,0700",,,,,"   94",",,7",,,"  211",",,7",,,,,,,,,,
"USC00013761","2018-03-13","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  139",",,7","   17",",,7",,,,,,,"  574",",,7,",,,,,,,,,,,"   22",",,7,0700",,,,,"   67",",,7",,,"  183",",,7",,,,,,,,,,
"USC00013761","2018-03-14","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  161",",,7","   22",",,7",,,,,,,"  536",",,7,",,,,,,,,,,,"   28",",,7,0700",,,,,"   61",",,7",,,"  206",",,7",,,,,,,,,,
"USC00013761","2018-03-15","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   17",",,7",,,,,,,"  488",",,7,",,,,,,,,,,,"   28",",,7,0700",,,,,"   61",",,7",,,"  200",",,7",,,,,,,,,,
"USC00013761","2018-03-16","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   28",",,7",,,,,,,"  442",",,7,",,,,,,,,,,,"   61",",,7,0700",,,,,"   44",",,7",,,"  228",",,7",,,,,,,,,,
"USC00013761","2018-03-19","31.3625","-85.3397","112.8","HEADLAND, AL US","  389",",,7,0700","    0",",,7","    0",",,7","  272",",,7","   56",",,7",,,,,,,"  742",",,7,",,,,,,,,,,,"  183",",,7,0700",,,,,"   61",",,7",,,"  256",",,7",,,,,,,,,,
"USC00013761","2018-03-20","31.3625","-85.3397","112.8","HEADLAND, AL US","  114",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  178",",,7",,,,,,,"  833",",,7,",,,,,,,,,,,"  194",",,7,0700",,,,,"  183",",,7",,,"  261",",,7",,,,,,,,,,
"USC00013761","2018-03-21","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","   56",",,7",,,,,,,"  759",",,7,",,,,,,,,,,,"   61",",,7,0700",,,,,"  111",",,7",,,"  272",",,7",,,,,,,,,,
"USC00013761","2018-03-22","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   33",",,7",,,,,,,"  701",",,7,",,,,,,,,,,,"   33",",,7,0700",,,,,"   89",",,7",,,"  206",",,7",,,,,,,,,,
"USC00013761","2018-03-23","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   33",",,7",,,,,,,"  645",",,7,",,,,,,,,,,,"   67",",,7,0700",,,,,"   83",",,7",,,"  228",",,7",,,,,,,,,,
"USC00013761","2018-03-26","31.3625","-85.3397","112.8","HEADLAND, AL US","    5",",,7,0700","    0",",,7","    0",",,7","  278",",,7","   67",",,7",,,,,,,"  498",",,7,",,,,,,,,,,,"  106",",,7,0700",,,,,"  100",",,7",,,"  256",",,7",,,,,,,,,,
"USC00013761","2018-03-27","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  122",",,7","   94",",,7",,,,,,,"  478",",,7,",,,,,,,,,,,"  106",",,7,0700",,,,,"  117",",,7",,,"  172",",,7",,,,,,,,,,
"USC00013761","2018-03-28","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","  106",",,7",,,,,,,"  457",",,7,",,,,,,,,,,,"  128",",,7,0700",,,,,"  106",",,7",,,"  244",",,7",,,,,,,,,,
"USC00013761","2018-03-29","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  128",",,7",,,,,,,"  404",",,7,",,,,,,,,,,,"  128",",,7,0700",,,,,"  144",",,7",,,"  283",",,7",,,,,,,,,,
"USC00013761","2018-03-30","31.3625","-85.3397","112.8","HEADLAND, AL US","  157",",,7,0700","    0",",,7","    0",",,7","  256",",,7","  128",",,7",,,,,,,"  526",",,7,",,,,,,,,,,,"  128",",,7,0700",,,,,"  150",",,7",,,"  228",",,7",,,,,,,,,,
"USC00013761","2018-04-02","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  267",",,7","   78",",,7",,,,,,,"  399",",,7,",,,,,,,,,,,"  144",",,7,0700",,,,,"  117",",,7",,,"  289",",,7",,,,,,,,,,
"USC00013761","2018-04-03","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  283",",,7","  139",",,7",,,,,,,"  533",",,7,",,,,,,,,,,,"  178",",,7,0700",,,,,"  172",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2018-04-04","31.3625","-85.3397","112.8","HEADLAND, AL US","   41",",,7,0700",,,,,"  289",",,7","  172",",,7",,,,,,,"  516",",,7,",,,,,,,,,,,"  178",",,7,0700",,,,,"  189",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2018-04-05","31.3625","-85.3397","112.8","HEADLAND, AL US","   10",",,7,0700",,,,,"  194",",,7","   44",",,7",,,,,,,"  485",",,7,",,,,,,,,,,,"   50",",,7,0700",,,,,"  100",",,7",,,"  239",",,7",,,,,,,,,,
"USC00013761","2018-04-06","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  217",",,7","   50",",,7",,,,,,,"  617",",,7,",,,,,,,,,,,"   89",",,7,0700",,,,,"   94",",,7",,,"  278",",,7",,,,,,,,,,
"USC00013761","2018-04-09","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  267",",,7","   61",",,7",,,,,,,"  589",",,7,",,,,,,,,,,,"  156",",,7,0700",,,,,"  128",",,7",,,"  267",",,7",,,,,,,,,,
"USC00013761","2018-04-10","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  200",",,7","  128",",,7",,,,,,,"  569",",,7,",,,,,,,,,,,"  128",",,7,0700",,,,,"  161",",,7",,,"  239",",,7",,,,,,,,,,
"USC00013761","2018-04-11","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  228",",,7","   83",",,7",,,,,,,"  518",",,7,",,,,,,,,,,,"  100",",,7,0700",,,,,"  128",",,7",,,"  267",",,7",,,,,,,,,,
"USC00013761","2018-04-12","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  233",",,7","   83",",,7",,,,,,,"  462",",,7,",,,,,,,,,,,"   89",",,7,0700",,,,,"  133",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2018-04-13","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  261",",,7","   89",",,7",,,,,,,"  399",",,7,",,,,,,,,,,,"  133",",,7,0700",,,,,"  128",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2018-04-16","31.3625","-85.3397","112.8","HEADLAND, AL US","  734",",,7,0700",,,,,"  289",",,7","   39",",,7",,,,,,,"  894",",,7,",,,,,,,,,,,"   50",",,7,0700",,,,,"   94",",,7",,,"  350",",,7",,,,,,,,,,
"USC00013761","2018-04-17","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  194",",,7","   50",",,7",,,,,,,"  841",",,7,",,,,,,,,,,,"   72",",,7,0700",,,,,"   89",",,7",,,"  250",",,7",,,,,,,,,,
"USC00013761","2018-04-18","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  256",",,7","   72",",,7",,,,,,,"  785",",,7,",,,,,,,,,,,"  150",",,7,0700",,,,,"  106",",,7",,,"  311",",,7",,,,,,,,,,
"USC00013761","2018-04-30","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700",,,,,"  261",",,7","  100",",,7",,,,,,,"  602",",,7,",,,,,,,,,,,"  128",",,7,0700",,,,,"  144",",,7",,,"  328",",,7",,,,,,,,,,
"USC00013761","2018-05-01","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  100",",,7",,,,,,,"  533",",,7,",,,,,,,,,,,"  256",",,7,0700",,,,,"  156",",,7",,,"  350",",,7",,,,,,,,,,
"USC00013761","2018-05-02","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  139",",,7",,,,,,,"  475",",,7,",,,,,,,,,,,"  172",",,7,0700",,,,,"  194",",,7",,,"  361",",,7",,,,,,,,,,
"USC00013761","2018-05-03","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  150",",,7",,,,,,,"  406",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  194",",,7",,,"  378",",,7",,,,,,,,,,
"USC00013761","2018-05-04","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  150",",,7",,,,,,,"  704",",,7,",,,,,,,,,,,"  194",",,7,0700",,,,,"  211",",,7",,,"  378",",,7",,,,,,,,,,
"USC00013761","2018-05-07","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  150",",,7",,,,,,,"  467",",,7,",,,,,,,,,,,"  167",",,7,0700",,,,,"  211",",,7",,,"  350",",,7",,,,,,,,,,
"USC00013761","2018-05-08","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  161",",,7",,,,,,,"  386",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  211",",,7",,,"  350",",,7",,,,,,,,,,
"USC00013761","2018-05-09","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  167",",,7",,,,,,,"  704",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  217",",,7",,,"  378",",,7",,,,,,,,,,
"USC00013761","2018-05-10","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  178",",,7",,,,,,,"  655",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  233",",,7",,,"  389",",,7",,,,,,,,,,
"USC00013761","2018-05-11","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  183",",,7",,,,,,,"  541",",,7,",,,,,,,,,,,"  194",",,7,0700",,,,,"  222",",,7",,,"  400",",,7",,,,,,,,,,
"USC00013761","2018-05-14","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  189",",,7",,,,,,,"  348",",,7,",,,,,,,,,,,"  217",",,7,0700",,,,,"  239",",,7",,,"  417",",,7",,,,,,,,,,
"USC00013761","2018-05-15","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  200",",,7",,,,,,,"  282",",,7,",,,,,,,,,,,"  206",",,7,0700",,,,,"  244",",,7",,,"  350",",,7",,,,,,,,,,
"USC00013761","2018-05-16","31.3625","-85.3397","112.8","HEADLAND, AL US","  340",",,7,0700","    0",",,7","    0",",,7","  261",",,7","  206",",,7",,,,,,,"  632",",,7,",,,,,,,,,,,"  217",",,7,0700",,,,,"  233",",,7",,,"  306",",,7",,,,,,,,,,
"USC00013761","2018-05-17","31.3625","-85.3397","112.8","HEADLAND, AL US","  142",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  194",",,7",,,,,,,"  759",",,7,",,,,,,,,,,,"  200",",,7,0700",,,,,"  228",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2018-05-18","31.3625","-85.3397","112.8","HEADLAND, AL US","  305",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  183",",,7",,,,,,,"  991",",,7,",,,,,,,,,,,"  206",",,7,0700",,,,,"  217",",,7",,,"  317",",,7",,,,,,,,,,
"USC00013761","2018-05-21","31.3625","-85.3397","112.8","HEADLAND, AL US","   74",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  189",",,7",,,,,,,"  960",",,7,",,,,,,,,,,,"  200",",,7,0700",,,,,"  222",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2018-05-22","31.3625","-85.3397","112.8","HEADLAND, AL US","  330",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  200",",,7",,,,,,,"  653",",,7,",,,,,,,,,,,"  217",",,7,0700",,,,,"  222",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2018-05-23","31.3625","-85.3397","112.8","HEADLAND, AL US","  109",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  200",",,7",,,,,,,"  528",",,7,",,,,,,,,,,,"  228",",,7,0700",,,,,"  228",",,7",,,"  317",",,7",,,,,,,,,,
"USC00013761","2018-05-24","31.3625","-85.3397","112.8","HEADLAND, AL US","  104",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  194",",,7",,,,,,,"  559",",,7,",,,,,,,,,,,"  206",",,7,0700",,,,,"  228",",,7",,,"  311",",,7",,,,,,,,,,
"USC00013761","2018-05-25","31.3625","-85.3397","112.8","HEADLAND, AL US","   91",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  206",",,7",,,,,,,"  594",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  217",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2018-05-29","31.3625","-85.3397","112.8","HEADLAND, AL US","  368",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  194",",,7",,,,,,,"  897",",,7,",,,,,,,,,,,"  233",",,7,0700",,,,,"  233",",,7",,,"  322",",,7",,,,,,,,,,
"USC00013761","2018-05-30","31.3625","-85.3397","112.8","HEADLAND, AL US","   99",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  228",",,7",,,,,,,"  963",",,7,",,,,,,,,,,,"  239",",,7,0700",,,,,"  233",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2018-06-01","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  228",",,7",,,,,,,"  851",",,7,",,,,,,,,,,,"  233",",,7,0700",,,,,"  244",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2018-06-04","31.3625","-85.3397","112.8","HEADLAND, AL US","  152",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  222",",,7",,,,,,,"  833",",,7,",,,,,,,,,,,"  233",",,7,0700",,,,,"  244",",,7",,,"  356",",,7",,,,,,,,,,
"USC00013761","2018-06-05","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  183",",,7",,,,,,,"  732",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  222",",,7",,,"  333",",,7",,,,,,,,,,
"USC00013761","2018-06-06","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  189",",,7",,,,,,,"  686",",,7,",,,,,,,,,,,"  206",",,7,0700",,,,,"  222",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2018-06-07","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  194",",,7",,,,,,,"  610",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  239",",,7",,,"  350",",,7",,,,,,,,,,
"USC00013761","2018-06-08","31.3625","-85.3397","112.8","HEADLAND, AL US","    5",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  206",",,7",,,,,,,"  538",",,7,",,,,,,,,,,,"  222",",,7,0700",,,,,"  244",",,7",,,"  372",",,7",,,,,,,,,,
